"name","address","phone","rating","number_of_reviews"
"Balaji Dental & Orthodontic Hospital - Tirupati | Invisalign Provider","# 10-2-176 T.K. STREET Opp to R S JUNCTION, Varadaraja Nagar, Tirupati, Andhra Pradesh 517501, India","079817 49754",4.9,19
"Dr Bhargav, Best Root canal specialist in Tirupati","First floor, upstairs of jain plywoods shop, 10-5-244, 10-5-244, Dodda Puram St, Reddy and Reddy's Colony, Tirupati, Andhra Pradesh 517501, India","094944 03236",5,2
"Gowtham Dental Hospital | Best Dental Clinic in Tirupati","1st Floor, 10-12-411, Tilak Rd, opp. sri devi complex, Reddy and Reddy's Colony, Tirupati, Andhra Pradesh 517501, India","099494 00006",4.9,909
"Crystal rsr dental care","122b, Air Bypass Rd, SBI Colony, Royal Nagar, Tirupati, Andhra Pradesh 517501, India","N/A",5,48
"Sree Gana Dental hospital - Best Dental Clinic in Tirupati","Kotakommala St, beside ntr blood bank, Reddy & Reddy's Colony, Reddy and Reddy's Colony, Tirupati, Andhra Pradesh 517501, India","085558 00972",4.9,38
"Dr. G.R. Poorna Chandra - Best Dentist in Tirupathi","1st floor, Sandeep Towers, Plot No: 10, Air Bypass Rd, New Balaji Colony, Tirupati, Andhra Pradesh 517501, India","088001 12842","No rating available","No reviews"
"Dr. M Reddi Narasimha Rao - Best Dental Implant Doctors in Tirupathi","Plot No: 10, 1st floor, Sandeep Towers, Air Bypass Rd, New Balaji Colony, Tirupati, Andhra Pradesh 517501, India","088001 12842","No rating available","No reviews"
"AJ Dental Care and Implant Center (Dentist in Tirupati)","10-3-206/C3, KK Layout, near Dr Yugandar Skin Hair Laser Clinic, Reddy and Reddy's Colony, Tirupati, Andhra Pradesh 517501, India","085230 72778",5,45
"Praveen Dental Care(Dr Praveen's Dental And Implant Specialities)","10/13/541a, Reddy & Reddy's Colony, Reddy and Reddy's Colony, Tirupati, Andhra Pradesh 517501, India","098852 92472",5,270
"Apple Dental Care","302, Prakasam Rd, Vesyalamma Gudivadhi, Balaji Colony, Tirupati, Andhra Pradesh 517507, India","N/A","No rating available","No reviews"
"Sri Sai Balaji Dental Clinic","138/7,, Theerthakatta Street, Tirumala, Reddy and Reddy's Colony, Tirupati, Andhra Pradesh 517504, India","0877 222 2160",4.6,9
"Sagar Dental Care and Orthodontic centre","10-13-503/1, Reddy & Reddy's Colony, Reddy and Reddy's Colony, Tirupati, Andhra Pradesh 517501, India","N/A",4.9,16
"Kommineni Super Speciality Dental Hospital","Reddy & Reddy's Colony, Reddy and Reddy's Colony, Tirupati, Andhra Pradesh 517501, India","0877 222 2877",4.9,311
"New Global Dental Clinic","First Floor, Above Yamaha Showroom, Air Bypass Rd, opp. Hangout, near MR palli, Circle, Tirupati, Andhra Pradesh 517502, India","098666 18236",4.8,66
"Smile Dental Care","18-1-601, VV Mahal Rd, Bhavani Nagar, Tirupati, Andhra Pradesh 517501, India","0877 222 3822",4.3,18
"Sri Sai Rama Dental Clinic & Implant Center","JCCC+7WH, Bairagipatteda Rd, STV Nagar, Tirupati, Andhra Pradesh 517501, India","088860 00060",2,2
"Dhruvi Advanced Dental Care","18-1-622A, VV Mahal Rd, RS Gardens, Bhavani Nagar, Tirupati, Andhra Pradesh 517501, India","N/A",5,12
"Dr SHANTI PRIYA MDS BEST ROOT CANAL SPECIALIST/ ENDODONTIST IN TIRUPATI","1st floor, VV Mahal Rd, above Fastrack, Bhavani Nagar, Tirupati, Andhra Pradesh 517501, India","078158 37836",5,64
"Dr. MAHESH - BEST ORAL & MAXILLOFACIAL SURGEON / IMPLANTOLOGIST Tirupati","1st floor, 625, VV Mahal Rd, RS Gardens, Reddy and Reddy's Colony, Tirupati, Andhra Pradesh 517501, India","086397 77097",5,2
"SUDARSHAN SUPERSPECIALITY DENTAL HOSPITAL","Besides KANCHEEPURAM PERUMAL SILKS, 625, 1st floor, VV Mahal Rd, above Fastrack, RS Gardens, Tirupati, Andhra Pradesh 517501, India","098854 08900",4.9,842
"Implantologist in tirupati","18-1-636(1st Floor), Municipal office junction, Opp. Khazana Jewellery, RS Gardens, Tirupati, Andhra Pradesh 517501, India","0877 664 4464","No rating available","No reviews"
"Dr. Kakarla Subbaraju","air by passroad, tirupathi, tirupathi, 517501, beside passport office, Ashok Nagar, Tirupati, Andhra Pradesh 517501, India","N/A","No rating available","No reviews"
"Dr. Veera Kishore Kumar Reddy - Best Children Dentist in Tirupathi","Plot No: 10, 1st floor, Shamanya Towers, Air Bypass Rd, New Balaji Colony, Tirupati, Andhra Pradesh 517501, India","088001 12842",5,3
"Apollo Dental Clinic & Hospital- Best Dentist & Dental Clinic in Tirupathi Andhra Pradesh","Plot No: 10, 1st floor, Sandeep Towers, New Balaji Colony, Air Bypass Road, Tirupathi, New Balaji Colony, Tirupathi, Tirupati, Andhra Pradesh 517501, India","073289 03499",4.5,8
"PJ Dental & Aesthetics","Korlagunta Main Rd, Ashok Nagar, Korlagunta, Tirupati, Andhra Pradesh 517501, India","091481 18616",5,63
"Neem Tree Dental Care - An Evidence Based Dental Practice","1 st FLOOR, MR Palli Rd, above DCB bank, near collector bungalow, Amaravathi Nagar, Padmavathi Nagar, Tirupati, Andhra Pradesh 517501, India","079956 21509",5,81
"Sree multispeciality dental clinic","Door No 19-12-347/A, opposite to padmavathi park, beside 5 star car wash service center, Telephone Colony, Lingeswar Nagar, Bairagi patteda, Tirupati, Andhra Pradesh 517502, India","094811 66033",5,20
"Tirupati Helps - Taxi, Cab and Car Rentals in Tirupati","Lakshmi Puram Circle,Near RTC, Bus Stand, STV Nagar, Tirupati, Andhra Pradesh 517501, India","099859 98480",5,10
"ROYAL DENTAL CARE","DBR Hospital Rd, near BOTH HOSPITAL, Korlagunta, Maruthi Nagar, Tirupati, Andhra Pradesh 517501, India","091602 24488",5,90
"Dr. Ankanna - Dentist in Andhra Pradesh | Dental specialist Doctor","# 19-9, 29/2A, Tiruchanoor Rd, Sankarambadi Circle, Tirupati, Andhra Pradesh 517501, India","1860 500 1066","No rating available","No reviews"
"Avasa Dental Hospital","18-2-268/13, second line, Abbanna Colony Rd, opp. T.V 9 Office, Korlagunta, Tirupati, Andhra Pradesh 517501, India","088867 22203",5,35
"Kritika dental clinic | best dental clinic in Tirupati","1st floor, diamond collection, beside canara bank, Korramenugunta, Tirupati, Andhra Pradesh 517501, India","090593 67001",4.9,90
"Ravi Chandra dental clinic","D/no. 7, 136/2, MR Palli Rd, Balijagadda, Tirupati, Andhra Pradesh 517501, India","N/A",5,18
"RK","18-1-73,Yashodanagar, KT Rd, Srinivasa Nagar, Tirupati, Andhra Pradesh 517501, India","N/A","No rating available","No reviews"
"Vasu Cardiac Care","20-3-123/4a Leela Mahal Circle, Karakambadi Rd, near SBI BANK, Shiv Jyoti Nagar, Tirupati, Andhra Pradesh 517501, India","093478 30894",4.7,176
"Dr.Himaja's clinic","23/2-128/5 1st floor Opposite Apollo pharmacy, arch, MR Palli Rd, near Vaikunta Puram, Balijagadda, Tirupati, Andhra Pradesh 517501, India","063030 00749",5,43
"Yekollu Padmavathi Children’s And Dental hospital","20-3-124L/1, yerramitta,Ontimaddimanu,Akkarampalli Road Leela mahal circle ,lane opp to 4 th and 5 th pillar, 3rd building on, the left, behind Punjab sind Bank, inside the lane, Korlagunta, Tirupati, Andhra Pradesh 517501, India","088978 05891",4.8,127
"Dr.Mrudula Dental Clinic | Best Dental Hospital near me | Dr. Mrudula Reddy Dental Smile","Door No :6-1-70-1,1st Floor, Opposit MORE SUPER MARKET, KT Rd, near AnnaRao Circle, Srinivasa Nagar, Varadaraj Nagar, Tirupati, Andhra Pradesh 517501, India","096425 57969",5,19
"GK DENTAL CLINIC DR.V.HARIPRIYA MDS (ENDODONTIST) 20% discount in all dental procedure","18-1-39, Street 1, near Annarao circle, Srinivasa Nagar, floor, Khadi Colony, Tirupati, Andhra Pradesh 517501, India","N/A",4.9,17
"Madhuri Dental Clinic","6-7-559, 4th Floor, Hare Krishna Rd, Srinivasa Nagar, Varadaraj Nagar, Tirupati, Andhra Pradesh 517501, India","070973 73730",5,4
"Specialists Dental","6-8-1000a, near Kapileswara Prakrutivanam, Srinivasa Nagar, N G O Colony, Tirupati, Andhra Pradesh 517507, India","098852 92472","No rating available","No reviews"
"Dr.Dinakar Reddy KVR DENTAL CLINIC & IMPLANT CENTRE","6-9-1276, LIGH-14, Srinivasa Nagar, A P Housing Board Colony, Tirupati, Andhra Pradesh 517501, India","N/A",5,1
"Praveen Dental Care","Near Nandi circle, Kapilateertham Raod,Tirupati,Andhra Pradesh,517507,India Near Nandi circle, Kapilateertham, Raod, Srinivasa Nagar, N G O Colony, Tirupati, Andhra Pradesh 517507, India","098852 92472",5,3
"Dr. Ritu's Orthodontic, Dental & Implant Care (Invisalign specialist)","27,28, Indraprasth Complex, Delhi Gate Cir, near L.I.C.Building, Opposite Indraprastha Complex, Near delhi Gate, Shakti Nagar, Udaipur, Rajasthan 313001, India","094141 55512",4.9,479
"Bansal Orthodontic Center & Dental Clinic","Anugrah, 53, near Hindustan Zinc Colony, Moti Magri Scheme, Zinc Park, Udaipur, Rajasthan 313001, India","095304 03311",3.8,155
"Mani Dental Clinic","Building,Ground floor, Tourist Hotel, 21, City Station Rd, Toran Bawri, Jawahar Nagar, Udaipur, Rajasthan 313001, India","099833 99913",4.1,17
"Smilez Dental care and Implant Centre","307 - 308, RKay Mall,, Panchvati, Panchwati, Udaipur, Rajasthan 313001, India","094141 58071",4.3,18
"Dental Plus","18- New, 100 Feet Rd, near St. Gregorios School, New Ashok Vihar, Ashok Vihar, Udaipur, Rajasthan 313001, India","099822 86884",4.9,73
"Dr. Prakash Sharma Hospital and Dental Unit","117, Bapu Bazar, Bapu Bazar Main Rd, Bapu Bazar, Nada Khada, Udaipur, Rajasthan 313001, India","094142 34656",4.9,176
"Mumbai Dental Clinic & Implant Centre I : Best Dentist in Udaipur","opposite ICICI Bank, Madhuban, Udaipur, Rajasthan 313001, India","081072 59893",4.9,354
"Apple Dental Clinic Udaipur","1st Floor, opposite HDFC Bank, Chetak Circle, Madhuban, Udaipur, Rajasthan 313001, India","098295 56699",5,23
"Apex Neosmile Dental Clinic","near celebration garden, Navratna Complex, Pulla Bhuwana, Mahaveer Colony Park, Udaipur, Rajasthan 313001, India","082334 50100",4.8,18
"Dr Anjali Saraf","784A, Alkapuri, Hotel Lakend, Ayad, Shakti Nagar, Udaipur, Rajasthan 313001, India","N/A",5,24
"Satellite Dental Clinic","Jain mandir ke pas, Nagda Restaurant, Pipal Wali Gali, Keshav Nagar, Pahada, Udaipur, Rajasthan 313001, India","097844 95155",5,22
"Dr. Kirti Dental Studio","1st Floor Gokul Plaza, University Rd, near Aishwariya College, Pahada, Udaipur, Rajasthan 313001, India","097837 30999",4.8,242
"Vinayak Dental Lab & Care","khara kuwa, Nand Bhawan, road, New Bhupalpura, Pahada, Udaipur, Rajasthan 313001, India","098295 07376",1,1
"Dr. Saurabh's Dental Clinic & Implant Center","Shop No 1-B, Vinayak Residency, University Rd, Keshav Nagar, Pahada, Udaipur, Rajasthan 313001, India","099822 69698",4.8,175
"Dr Garima Agrawal -Aarogya Dental n Skin Udaipur/Best skin treatment","12, Roop Sagar Rd, Shanti Nagar, Pahada, Udaipur, Rajasthan 313001, India","098877 71242",5,3
"Aarogya Dental & Skin Clinic","12, Roop Sagar Rd, Shanti Nagar, Pahada, Udaipur, Rajasthan 313001, India","094141 66002",4.8,73
"Dr.vipul's Dental Care","96 gandhi nagar, near nehru hostel, Sector 3, Azad Nagar, Central Area, Udaipur, Rajasthan 313002, India","099822 24400",5,1
"fernsnpetals","102, 100 Feet Rd, near ASHOKA PALACE, Shobhagpura, Udaipur, Rajasthan 313001, India","N/A","No rating available","No reviews"
"Dr. Shalu Agrawal l Best Dentist","St. Taresa Hospital, University Rd, near Teresa school, pushpgiri, Udaipur, Rajasthan 313001, India","N/A",5,1
"Silver Smiles","Shop B, Lahar Apartments, 102, near Bansi Paan & Math, Bhupalpura, Udaipur, Rajasthan 313001, India","081078 68862",4.5,4
"LAKECITY DENTAL CLINIC","Peepli Chouraha, Tekari, Gayariawas, CITY, Udaipur, Rajasthan 313001, India","096023 41112",4.4,8
"LIFE SMILE","Village Roop Sagar, Pahada, Udaipur, Rajasthan 313001, India","N/A","No rating available","No reviews"
"Chhabra Dental clinic","8c, ziniret Chowk, inside surajpole, Danmandi, Bapu Bazar, Nada Khada, Udaipur, Rajasthan 313001, India","097994 13377",4.2,5
"Tooth Diaries Dental Care","5, abhay niwas, Residency Rd, near Hanuman temple, Sardarpura, Bhopalpura, Udaipur, Rajasthan 313001, India","096641 72921",5,19
"Metro Dental Clinic & implant centre/ Best dental clinic/ RCT/ Implant","813, Main Rd, near commerc hub classes, Vasant Vihar, Sector 4, Gayariawas, Hiran Magri, Udaipur, Rajasthan 313002, India","080949 49411",4.9,372
"Dr Malot Dental Laser Clinic & Implant Centre","1st floor,24-C, Sohan Bhawan, Post Office Rd, opp. Madhuvan Head, Chetak Circle, Madhuban, Udaipur, Rajasthan 313001, India","098284 23669",5,67
"Dr Porwal's Dental Park, Dental Implant and Laser Centre","54 Ashwini Bazar, opposite, Hospital Rd, [no name], Basti Ram Jiki Badi, Udaipur, Rajasthan 313001, India","N/A",5,5
"PERFECT DENTAL HOSPITAL","Akashdeep, 81, Chetak Rd, opposite Hotel Ashish Palace, Chamanpura, Udaipur, Rajasthan 313001, India","088528 88946",4.1,14
"Samridhi Dental Care","opposite JK Paras hospital, Shobhagpura, Udaipur, Rajasthan 313001, India","063504 52249",5,4
"Saatvik Cosmodent Dental & Maxillofacial Clinic, Udaipur","New Shobhagpura Bypass, 100 Feet Rd, opp. Ceremony Resort, Shobhagpura, Udaipur, Rajasthan 313001, India","082397 41741",5,43
"TRIDENT DENTAL CARE | Dr. HITANSH PUJARI | DENTAL CLINIC","Shobhagpura Circle, Fatehpura Road, near Govt. Primary School, Pulla Bhuwana, Shobhagpura, Udaipur, Rajasthan 313011, India","099294 00566",5,39
"Amit Dental Clinic","Riddhi Siddhi Complex, 3 M-23-A, Hiran Magri Main Rd, opposite Suzuki Showroom (Guru Naman Motors, near Axis Bank, Sector 5, Prabhat Nagar, Hiran Magri, Udaipur, Rajasthan 313002, India","098877 90414",4.9,942
"Bharat Dental","Manva Kheda Rd, New Vidhyanagar, Sector 4, Manva Kheda, Udaipur, Rajasthan 313001, India","N/A",5,30
"R.K. DENTAL CLINIC","Kishanpole, Jawahar Nagar, Khanjipeer, Udaipur, Rajasthan 313001, India","098879 43876","No rating available","No reviews"
"Mewar Dental Clinic","52, near Fitness Plus Gym, Kishanpole, Jawahar Nagar, Khanjipeer, Udaipur, Rajasthan 313001, India","N/A","No rating available","No reviews"
"HARAMRIT DENTAL CLINIC","Hotel Baba Palace, Udaipur, Surya Marg, Jagdish Chowk, Rao Ji Ka Hata, Udaipur, Rajasthan 313001, India","N/A",4.6,10
"Dermadent Clinic","Shobhagpura, B Block 60, 100 Feet Road, near Akme Paradise, Meera Nagar, Udaipur, Rajasthan 313001, India","093520 82112",4.7,1598
"Dr. Rohan Bhatt- Dentist In Udaipur","MUKTA DENTAL CLINIC, New Satellite Hospital Rd, Prabhat Nagar, Hiran Magri, Udaipur, Rajasthan 313002, India","N/A",5,2
"House of Dental Solutions","53, Suncity Delight, Lane, behind Celebration Mall, near Bhuwana, Pulla Bhuwana, Bhuwana, Udaipur, Rajasthan 313001, India","N/A",5,1
"MUKTA DENTAL CLINIC","New Satellite Hospital Rd, near Gayatri Sewa Sansthan, Prabhat Nagar, Hiran Magri, Udaipur, Rajasthan 313002, India","090245 74745",3,2
"BESTCDENTAL CLINIC","42,Manwakheda, shree ram vihar colony, opposite dev kirti apartment, near savitri vatika, Sector 4, Hiran Magri, Udaipur, Rajasthan 313001, India","088528 88934",3.9,118
"dharm raj devara","HMWM+W5P, Zinc Park, Udaipur, Rajasthan 313001, India","N/A","No rating available","No reviews"
"Mehta Dental Clinic and Implant Centre","Indira Puri Street, 100 Feet Rd, Meera Nagar, Pahada, Udaipur, Rajasthan 313001, India","090248 68258",4.9,76
"Hello Doctor Health Center","Sector No.11, Hiran Magri, Udaipur, Rajasthan 313001, India","N/A","No rating available","No reviews"
"Dr Nahar's Dental Hospital","5/11, opp. DTDC COURIER, Fatehpura Chauraha, Pulla Bhuwana, Fatehpura, Udaipur, Rajasthan 313004, India","0294 245 4645",3.2,12
"Dr. Prashant Nahar","Fatehpura Chauraha, Pulla Bhuwana, Fatehpura, Udaipur, Rajasthan 313001, India","098280 72717",3,4
"NEW LIFE CARE DENTAL CLINIC","Bhuwana, Udaipur, Rajasthan 313001, India","099280 10988","No rating available","No reviews"
"Dr. Purva's Dental Clinic - Your Smile Space | Best Dentist in Udaipur","16 A, Titrdi, Sector 9, Udaipur, Gordhan Vilas Rural, Rajasthan 313002, India","078912 34321",5,59
"NXT Dental Clinic & Implant Centres","Navediya Bhawan, 705, Bedla Rd, near SHREE BALAJI BIKANER MISTHAN BHANDAR, Syphon Choraha, Fatehpura, Udaipur, Rajasthan 313001, India","073577 34811",3.7,3
"Radiant Dental Care, Udaipur","Shop No-1, Rishabh Enclave, Kheda Cir, Sector 14, Hiran Magri, Gordhan Vilas Rural, Udaipur, Rajasthan 313001, India","094600 04193",5,168
"Dr Amar Anupam Oral and Dental care","N-11 / 60B-23, Shri Krishna Nagar Colony, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India","094159 90600",4.9,2926
"Enamel Dental Clinic","D 63/6 B, 1 BC Shivajee Nagar Colony, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India","097210 99390",4.6,10
"Make My Tooth Sigra, Dr.Vineet Singh Best Dentist In Varanasi","Handloom House, Anant Complex, near Bharatsevasharam Ashram, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India","093361 20140",5,178
"Deep Dental Clinic & Physiotherapy Center","Lahurabir, Jaitpura, Varanasi, Uttar Pradesh 221001, India","098893 26489",5,19
"Make My Tooth Dental Clinic","Shiv Shakti, near uma marriage lawn, Pwd colony, Nadesar, Chaukaghat, Varanasi, Uttar Pradesh 221002, India","094515 80586",4.9,148
"Apple Dental Clinic","Shop No. 5, Shiv Complex, opp. Tridev Apartment, near Rani Villa, Sundarpur, Nagwa, Varanasi, Uttar Pradesh 221005, India","088535 33059",4.7,41
"Rajendra Nursing Home & Dental Clinic - Bone Fracture Hospital/Orthopedic Hospital/ Best Orthopedic Surgeon in Varanasi","S-24/7, Anaula Taktapur Contonment, Taktakpur, Orderly Bazar, Varanasi, Uttar Pradesh 221002, India","070845 81537",4.8,78
"Smile Station- The Dental Clinic","Sa - 1/89, First floor, Near SBI, Pandeypur Varanasi, Uttar Pradesh, Pandeypur, Azamgarh Rd, Pandeypur Chauraha, Premchandra Nagar Phase - 2, Naibasti, Varanasi, Uttar Pradesh 221002, India","099361 55369",5,1577
"Smile Dental Zone & Implant Center ( Smile Dental Zone)","H-31, VDA Flats, Pandit Madan Mohan Malviya Rd, Ravindrapuri Extension, Anandbagh, Lanka, Varanasi, Uttar Pradesh 221005, India","097937 75888",5,646
"Navjyoti Dental Clinic Dr. A.K Singh - Best Dental Clinic | Root Canal Treatment | Painless Teeth Extraction in Varanasi","opposite Indiranagar colony,kanchanpur, Gokul Nagar, DLW Colony, Chitaipur, Varanasi, Uttar Pradesh 221006, India","094514 39841",4.7,53
"Big Smile Microscopic-Dentistry & Implant Center","C-19/26-1-B, Gulab Bagh Colony, Opp. Sigra Police Station, Sigra, Badshahbag Colony, Ramakanth Nagar, Chetganj, Varanasi, Uttar Pradesh 221010, India","098893 87036",4.7,72
"Dr. S. K. Agrahari","8X8F+Q3W, Lahartara Boulia, Bazardiha, Maheshpur, Varanasi, Uttar Pradesh 221002, India","083540 09021","No rating available","No reviews"
"Dr Himanshu Dental clinic","C-33/208/28-C ,Chandua chhittupur, Chandpur, Chandua Chhittupur, Shivpurwa, Varanasi, Uttar Pradesh 221002, India","099191 13327",4.8,4
"Kalyani Dental Hospital and Implant Centre","D, 65/486, Lahartara Boulia, Bazardiha, Maheshpur, Varanasi, Uttar Pradesh 221001, India","083182 38606",5,11
"Sanskriti Dental Clinic","C33/210-A-5-K (Opposite Prince Club Ekta Park Gate Hari Nagar Colony, Landmark - Kushwaha Dharamshala, Lahartara Rd, near Sunbeam School, Chandua Chhittupur, Shivpurwa, Varanasi, Uttar Pradesh 221002, India","094541 60828",4.9,45
"Maltee Dental Clinic","Lahartara Chauraha, Cantt Station Road, Bazardiha, Maheshpur, Varanasi, Uttar Pradesh 221002, India","N/A",4.9,10
"Dr. Adarsh Dental Clinic","Ground floor, D-59, 365, G2, GHS, Jai Prakash Nagar, Shivpurwa, Varanasi, Uttar Pradesh 221010, India","N/A",4.9,114
"AMAN DENTAL CLINIC","C 33 / 84- A-3, road, Madhopur, Indrapuri Colony, Jai Prakash Nagar, Shivpurwa, Varanasi, Uttar Pradesh 221002, India","099364 34639",5,47
"the dental hub","6, 6, Mahmoorganj Rd, Jai Prakash Nagar, Mahmoorganj, Varanasi, Uttar Pradesh 221002, India","086606 10712","No rating available","No reviews"
"Swastik Dental Clinic-(Dr.B.P.Singh)","माधोपुर चौराहा, हनुमान मन्दिर गली मे, Nagar Nigam Rd, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221010, India","094511 37768",4.9,16
"𝗡𝗮𝘃𝗷𝗲𝗲𝘃𝗮𝗻 𝗠𝘂𝗹𝘁𝗶𝘀𝗽𝗲𝗰𝗶𝗮𝗹𝗶𝘁𝘆 𝗗𝗲𝗻𝘁𝗮𝗹 𝗮𝗻𝗱 𝗦𝗸𝗶𝗻 𝗖𝗮𝗿𝗲- Root Canal Treatment/Dentist/Top Dental Surgeon/Best Dentist in Varanasi","Chandua Chhittupur, Sigra, Varanasi, Uttar Pradesh 221002, India","087076 93155",4.8,23
"Ishwar Dental Clinic","Bhitari Rd, near Shree Govind Sweet and bakers, near Trends cloth showroom, lahartara, Bazardiha, Maheshpur, Bauliya, Varanasi, Uttar Pradesh 221106, India","094156 17362",4.8,29
"BALAJI DENTAL CLINIC","Sigra, Varanasi, Uttar Pradesh 221010, India","N/A",5,1
"RAMASHIL DENTAL","Englishia line thiraha, Vidyapeeth Rd, Irrigation Colony, Chandua Chhittupur, Shivpurwa, Varanasi, Uttar Pradesh 221002, India","N/A","No rating available","No reviews"
"Dr Baranwal's Aesthetic Dental Clinic","D-63/7-A-2, Shop No. 24, Surya Complex 1, opp. to CAT-JEE, beside Shubham Lawn, Shivaji Nagar Colony, Phase II, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India","083180 97225",5,40
"Dr Lal PathLabs","Shastri Nagar, Sigra, Varanasi, Uttar Pradesh 221010, India","N/A",5,1
"Make My Tooth Dental Clinic","8X7Q+CC4, Chhittupura, Sigra, Varanasi, Uttar Pradesh 221002, India","093361 20140",5,1
"Unique Dental Care Centre ( Dr. Jyoti Agrawal )","Shastri market, C 19/ 134-M -19, near Feelings Mobile, Shastri Nagar, Sigra, Varanasi, Uttar Pradesh 221010, India","070078 13655",5,16
"Dr. K.K. Singh","varunapuri colony, Phulwari Village, Varanasi cantonment, Varanasi, Uttar Pradesh 221002, India","N/A","No rating available","No reviews"
"पी. एस डेन्टल क्लीनिक मंडुआडीह","Sushil katra, infront, off virat ms, Maduadih, Manduwadih, Varanasi, Uttar Pradesh 221103, India","094532 14005","No rating available","No reviews"
"omkar agencies","b-21/115, Sigra, Varanasi, Uttar Pradesh 221010, India","098385 11112","No rating available","No reviews"
"32 Stars The Dental Hub","D38, 83, Mahmoorganj Rd, Sri Nagar, Tulsipur, Mahmoorganj, Varanasi, Uttar Pradesh 221001, India","086606 10712",5,21
"Saroj Cosmo dental clinic","8X5Q+P5P, Sigra - Mahmoorganj Rd, Sigra, Varanasi, Uttar Pradesh 221010, India","N/A",5,1
"Dr Vivek Gautam Dental Clinic and Implant center","W H SMITH ROAD, Sigra Chauraha, Sigra, Varanasi, Uttar Pradesh 221010, India","099561 46144",4.9,80
"Dr Baranwal's Aesthetic Dental Clinic | one of the best dental clinic in varanasi & Oral Surgeon","C-19/40, Fatman Rd, below SBI Sigra Branch, Kashi Vidyapith, Sigra, Varanasi, Uttar Pradesh 221010, India","076788 55556",4.6,8
"ESTHER DENTAL CLINIC","8XCR+8FW, Fatman Rd, Kashi Vidyapith, Chetganj, Varanasi, Uttar Pradesh 221002, India","N/A","No rating available","No reviews"
"Dr Neha Nainee - Best Dentist | Best Dental Surgeon | RCT Specialist | Cosmetic Dental Surgeon in Varanasi","B-38/56, Lane-4, Sheel Nagar, Tulsipur, Mahmoorganj, Varanasi, Uttar Pradesh 221010, India","073072 72241",4.9,89
"Dentist Piyussh Kumar Pandey I Nadesar I Varanasi","S/O Ajay Kumar Pandey S-19/390-A, Jadid Bazaar Colony, near Taj Hotel Near ATM, Varanasi cantonment, Varanasi, Uttar Pradesh 221002, India","N/A","No rating available","No reviews"
"Trading Monkey","Giri Nagar Colony, Varanasi, Uttar Pradesh 221010, India","N/A","No rating available","No reviews"
"Vidushi dental clinic and implant center","B 38/9 K 3-1, Giri Nagar Colony, Varanasi, Uttar Pradesh 221010, India","N/A",5,1
"Dr R K Upadhyay I Root Canal Treatment I Light Cure Filling in Nadesar","First Floor, Behind PWD Colony, West, above Make My Tooth Dental Clinic Close to Uma Marriage Hall, Varanasi cantonment, Varanasi, Uttar Pradesh 221002, India","N/A","No rating available","No reviews"
"Reena Pandey Dental Clinics - the top dental clinics in Varanasi","Third Floor, SS-019ii/390-vj Near Mangalam Marriage Lawn Jadid Bazaar Colony, Cantt Rd, PWD Colony, Nadesar, Chaukaghat, Varanasi, Uttar Pradesh 221002, India","N/A","No rating available","No reviews"
"Sunrise Dental Clinic(Dr Pragati Sachan)-Best Endodontist, Best Dentist in varanasi, Best Root canal expert(MDS IMS BHU)","Infront of SBI, Lahartara Rd, Manduwadih, Varanasi, Uttar Pradesh 221106, India","079056 94016",5,43
"Dr Piyush Kumar I Oral & Maxillofacial Surgery I Teeth Whitening I Root Canal Treatment","Araji No.126, PP Shiv Shakthi Building, Jadid Bazaar Mangalam Marriage Lawn, behind King Restaurant, PWD Colony, Varanasi, Uttar Pradesh 221002, India","N/A","No rating available","No reviews"
"Charu communication","Shivdas pur, 8X36+3RP, Maduadi, Lehertara Industrial Estate, Varanasi, Uttar Pradesh 221103, India","098385 81357",4.7,3
"Dr Piyush Pandey I Root Canal Specialist I Teeth Whitening in Nadesar Varanasi","Ground Floor, West, behind PWD Colony, near Uma Marriage Lawn, Varanasi cantonment, Varanasi, Uttar Pradesh 221002, India","063070 95649","No rating available","No reviews"
"Dental Clinic - Dr B N Banerji","37/35, Baladev, Kabir Road, Kabir Road, Giri Nagar Colony, Varanasi, Uttar Pradesh 221001, India","0542 239 3748","No rating available","No reviews"
"Dr Anant Dental Care","D-57/51-B, Sidhgiribagh, Kasturba Nagar, Sigra, Varanasi, Uttar Pradesh 221010, India","093193 74179",4.7,63
"Baghel Dental Hospital","plot no. 3, Mint House, Nadesar Rd, Patel Nagar, Nadesar, Chaukaghat, Varanasi, Uttar Pradesh 221002, India","084709 00684",4.9,198
"i Smile Dental Clinic (Dr. Praduman Rai)","Sobnath Dhirendra Complex, Rathyatra - Mahmoorganj Rd, Rathyatra Crossing, Khanna villa Colony, Bhelupur, Varanasi, Uttar Pradesh 221010, India","N/A",5,4
"Sri Sanjeevini Dental","59A-8/8-8 Maruthi Co-operative Colony Road number 1, Guru Nanak Colony Road, beside Cafe Coffee Day, State Bank Colony, Vijayawada, Andhra Pradesh 520008, India","094920 06624",4.9,300
